state.code,age,income,education,employed,raw.income,degree,fouryrdegree
6,27,73448,14,1,73448,no 4-year degree,0
6,26,90400,16,1,90400,4-year degree,1
6,32,48556,9,NA,48556,no 4-year degree,0
6,27,179500,16,1,179500,4-year degree,1
6,32,179500,16,1,179500,4-year degree,1
6,31,70020,12,NA,70020,no 4-year degree,0
6,31,70020,11,NA,70020,no 4-year degree,0
6,31,63730,13,1,63730,no 4-year degree,0
6,30,63730,13,1,63730,no 4-year degree,0
6,25,71941,13,1,71941,no 4-year degree,0
6,26,29001,13,1,29001,no 4-year degree,0
6,35,106721,16,1,106721,4-year degree,1
6,32,57800,13,NA,57800,no 4-year degree,0
6,34,65620,12,1,65620,no 4-year degree,0
6,31,150168,14,1,150168,no 4-year degree,0
6,33,104345,13,NA,104345,no 4-year degree,0
6,33,104345,13,1,104345,no 4-year degree,0
6,31,75022,14,1,75022,no 4-year degree,0
6,32,50010,16,1,50010,4-year degree,1
6,30,64160,12,1,64160,no 4-year degree,0
6,34,122026,16,1,122026,4-year degree,1
6,33,122026,13,1,122026,no 4-year degree,0
6,34,185512,16,1,185512,4-year degree,1
6,34,105032,16,1,105032,4-year degree,1
6,30,105032,18,1,105032,4-year degree,1
6,32,23007,11,1,23007,no 4-year degree,0
6,27,18000,11,1,18000,no 4-year degree,0
6,35,106481,16,1,106481,4-year degree,1
6,31,177067,16,NA,177067,4-year degree,1
6,27,20002,12,1,20002,no 4-year degree,0
6,33,82519,13,1,82519,no 4-year degree,0
6,28,82519,13,1,82519,no 4-year degree,0
6,29,82519,16,1,82519,4-year degree,1
6,34,208046,16,1,208046,4-year degree,1
6,35,208046,12,1,208046,no 4-year degree,0
6,27,80025,13,1,80025,no 4-year degree,0
6,27,80025,16,1,80025,4-year degree,1
6,33,100075,12,1,100075,no 4-year degree,0
6,33,100075,12,1,100075,no 4-year degree,0
6,31,157443,16,1,157443,4-year degree,1
6,31,80000,14,1,80000,no 4-year degree,0
6,33,0,13,NA,0,no 4-year degree,0
6,35,72000,13,1,72000,no 4-year degree,0
6,29,177200,13,1,177200,no 4-year degree,0
6,28,177200,16,1,177200,4-year degree,1
6,25,22000,14,1,22000,no 4-year degree,0
6,27,22000,12,1,22000,no 4-year degree,0
6,25,25000,12,NA,25000,no 4-year degree,0
6,27,118000,16,1,118000,4-year degree,1
6,28,118000,13,1,118000,no 4-year degree,0
6,31,165140,13,1,165140,no 4-year degree,0
6,30,165140,16,1,165140,4-year degree,1
6,29,19062,13,NA,19062,no 4-year degree,0
6,25,95840,14,1,95840,no 4-year degree,0
6,35,113400,16,1,113400,4-year degree,1
6,26,10350,12,NA,10350,no 4-year degree,0
6,32,93000,16,1,93000,4-year degree,1
6,32,93000,18,1,93000,4-year degree,1
6,27,16523,11,0,16523,no 4-year degree,0
6,34,72000,13,1,72000,no 4-year degree,0
6,32,9081,13,1,9081,no 4-year degree,0
6,25,77000,13,NA,77000,no 4-year degree,0
6,31,10001,16,1,10001,4-year degree,1
6,28,10001,16,NA,10001,4-year degree,1
6,25,79002,12,1,79002,no 4-year degree,0
6,31,137420,16,1,137420,4-year degree,1
6,26,137420,12,NA,137420,no 4-year degree,0
6,34,400014,18,1,400014,4-year degree,1
6,34,70000,14,1,70000,no 4-year degree,0
6,35,70000,13,1,70000,no 4-year degree,0
6,33,175004,14,1,175004,no 4-year degree,0
6,34,27892,12,1,27892,no 4-year degree,0
6,35,27892,10,1,27892,no 4-year degree,0
6,25,55003,14,1,55003,no 4-year degree,0
6,31,82304,13,1,82304,no 4-year degree,0
6,30,82304,18,1,82304,4-year degree,1
6,27,53801,12,1,53801,no 4-year degree,0
6,32,196243,12,1,196243,no 4-year degree,0
6,26,26600,11,1,26600,no 4-year degree,0
6,25,26600,11,1,26600,no 4-year degree,0
6,29,40236,13,1,40236,no 4-year degree,0
6,34,63000,13,1,63000,no 4-year degree,0
6,28,110020,12,NA,110020,no 4-year degree,0
6,28,110020,13,1,110020,no 4-year degree,0
6,29,85343,16,NA,85343,4-year degree,1
6,25,85343,14,NA,85343,no 4-year degree,0
6,31,187078,12,1,187078,no 4-year degree,0
6,27,187078,16,1,187078,4-year degree,1
6,29,60000,18,1,60000,4-year degree,1
6,25,195024,13,NA,195024,no 4-year degree,0
6,26,130130,13,NA,130130,no 4-year degree,0
6,28,130130,13,1,130130,no 4-year degree,0
6,35,86000,12,1,86000,no 4-year degree,0
6,31,68602,9,1,68602,no 4-year degree,0
6,31,0,11,NA,0,no 4-year degree,0
6,26,100692,16,1,100692,4-year degree,1
6,35,126411,11,1,126411,no 4-year degree,0
6,32,143408,14,1,143408,no 4-year degree,0
6,35,143408,12,1,143408,no 4-year degree,0
6,33,185700,13,1,185700,no 4-year degree,0
6,28,29004,13,1,29004,no 4-year degree,0
6,31,29004,12,1,29004,no 4-year degree,0
6,28,30982,13,1,30982,no 4-year degree,0
6,27,141090,14,1,141090,no 4-year degree,0
6,28,120040,16,1,120040,4-year degree,1
6,28,120040,18,1,120040,4-year degree,1
6,34,130000,14,1,130000,no 4-year degree,0
6,34,130000,14,1,130000,no 4-year degree,0
6,25,38681,12,NA,38681,no 4-year degree,0
6,33,48862,12,NA,48862,no 4-year degree,0
6,34,30824,14,1,30824,no 4-year degree,0
6,30,4500,13,1,4500,no 4-year degree,0
6,35,4500,12,0,4500,no 4-year degree,0
6,29,185114,12,1,185114,no 4-year degree,0
6,32,32000,13,1,32000,no 4-year degree,0
6,31,86092,12,NA,86092,no 4-year degree,0
6,32,50002,12,1,50002,no 4-year degree,0
6,32,50002,14,1,50002,no 4-year degree,0
6,27,83240,12,1,83240,no 4-year degree,0
6,29,52802,12,NA,52802,no 4-year degree,0
6,27,52802,12,NA,52802,no 4-year degree,0
6,35,80000,12,1,80000,no 4-year degree,0
6,35,253800,16,1,253800,4-year degree,1
6,31,60030,16,1,60030,4-year degree,1
6,25,60030,13,NA,60030,no 4-year degree,0
6,33,63840,11,0,63840,no 4-year degree,0
6,35,63840,10,1,63840,no 4-year degree,0
6,29,20982,14,NA,20982,no 4-year degree,0
6,33,319836,18,0,319836,4-year degree,1
6,30,319836,16,0,319836,4-year degree,1
6,31,91600,12,1,91600,no 4-year degree,0
6,35,52222,13,1,52222,no 4-year degree,0
6,33,70060,12,1,70060,no 4-year degree,0
6,26,70060,12,1,70060,no 4-year degree,0
6,34,115025,12,NA,115025,no 4-year degree,0
6,27,115025,12,NA,115025,no 4-year degree,0
6,29,145812,12,1,145812,no 4-year degree,0
6,27,97658,13,1,97658,no 4-year degree,0
6,27,97658,18,1,97658,4-year degree,1
6,25,79004,12,1,79004,no 4-year degree,0
6,25,157416,14,1,157416,no 4-year degree,0
6,28,50000,13,1,50000,no 4-year degree,0
6,31,50000,12,1,50000,no 4-year degree,0
6,29,68451,16,1,68451,4-year degree,1
6,26,94464,12,1,94464,no 4-year degree,0
6,25,94464,16,1,94464,4-year degree,1
6,34,219535,12,NA,219535,no 4-year degree,0
6,26,17922,12,NA,17922,no 4-year degree,0
6,29,17922,13,NA,17922,no 4-year degree,0
6,26,55000,14,1,55000,no 4-year degree,0
6,28,38280,11,0,38280,no 4-year degree,0
6,32,30020,12,NA,30020,no 4-year degree,0
6,30,104742,14,1,104742,no 4-year degree,0
6,31,104742,16,1,104742,4-year degree,1
6,28,41000,13,NA,41000,no 4-year degree,0
6,27,37006,13,NA,37006,no 4-year degree,0
6,35,170570,18,1,170570,4-year degree,1
6,29,173169,12,NA,173169,no 4-year degree,0
6,33,173169,12,1,173169,no 4-year degree,0
6,27,173169,12,1,173169,no 4-year degree,0
6,31,20000,11,1,20000,no 4-year degree,0
6,26,129105,14,1,129105,no 4-year degree,0
6,25,129105,12,1,129105,no 4-year degree,0
6,29,50003,12,1,50003,no 4-year degree,0
6,29,50003,12,NA,50003,no 4-year degree,0
6,26,125802,12,1,125802,no 4-year degree,0
6,26,188000,13,1,188000,no 4-year degree,0
6,27,188000,12,1,188000,no 4-year degree,0
6,30,0,13,NA,0,no 4-year degree,0
6,33,0,13,NA,0,no 4-year degree,0
6,31,50378,16,1,50378,4-year degree,1
6,34,185100,20,1,185100,4-year degree,1
6,35,185100,13,NA,185100,no 4-year degree,0
6,31,110000,18,1,110000,4-year degree,1
6,27,110000,16,NA,110000,4-year degree,1
6,33,55172,12,NA,55172,no 4-year degree,0
6,32,55172,12,1,55172,no 4-year degree,0
6,35,357603,14,1,357603,no 4-year degree,0
6,31,240544,12,1,240544,no 4-year degree,0
6,28,276169,16,1,276169,4-year degree,1
6,27,276169,12,1,276169,no 4-year degree,0
6,27,130500,13,1,130500,no 4-year degree,0
6,27,52500,12,1,52500,no 4-year degree,0
6,31,152823,13,1,152823,no 4-year degree,0
6,29,152823,13,1,152823,no 4-year degree,0
6,34,90000,12,1,90000,no 4-year degree,0
6,31,266905,13,0,266905,no 4-year degree,0
6,27,266905,16,1,266905,4-year degree,1
6,25,30023,12,1,30023,no 4-year degree,0
6,31,40000,12,1,40000,no 4-year degree,0
6,26,124005,12,0,124005,no 4-year degree,0
6,25,124005,12,0,124005,no 4-year degree,0
6,33,52600,13,NA,52600,no 4-year degree,0
6,32,50596,12,1,50596,no 4-year degree,0
6,28,50596,12,NA,50596,no 4-year degree,0
6,30,79004,13,1,79004,no 4-year degree,0
6,30,79004,13,NA,79004,no 4-year degree,0
6,27,236010,12,1,236010,no 4-year degree,0
6,26,236010,12,1,236010,no 4-year degree,0
6,26,102000,16,1,102000,4-year degree,1
6,35,45000,12,NA,45000,no 4-year degree,0
6,26,53000,13,0,53000,no 4-year degree,0
6,34,125532,16,1,125532,4-year degree,1
6,31,159460,14,1,159460,no 4-year degree,0
6,30,159460,14,1,159460,no 4-year degree,0
6,28,159460,14,1,159460,no 4-year degree,0
6,30,25384,14,NA,25384,no 4-year degree,0
6,31,30020,13,1,30020,no 4-year degree,0
6,34,48000,16,1,48000,4-year degree,1
6,29,48000,18,NA,48000,4-year degree,1
6,32,55000,12,1,55000,no 4-year degree,0
6,25,28820,14,1,28820,no 4-year degree,0
6,28,167220,12,1,167220,no 4-year degree,0
6,33,32000,12,1,32000,no 4-year degree,0
6,33,33750,14,1,33750,no 4-year degree,0
6,28,36000,11,NA,36000,no 4-year degree,0
6,32,36000,11,1,36000,no 4-year degree,0
6,28,31300,13,1,31300,no 4-year degree,0
6,25,160916,12,1,160916,no 4-year degree,0
6,32,226407,12,NA,226407,no 4-year degree,0
6,26,76303,12,1,76303,no 4-year degree,0
6,33,76303,12,1,76303,no 4-year degree,0
6,26,76303,12,NA,76303,no 4-year degree,0
6,28,87006,16,1,87006,4-year degree,1
6,33,126000,13,1,126000,no 4-year degree,0
6,34,42000,13,1,42000,no 4-year degree,0
6,35,62110,12,1,62110,no 4-year degree,0
6,25,65000,13,1,65000,no 4-year degree,0
6,28,106182,12,NA,106182,no 4-year degree,0
6,32,60000,18,1,60000,4-year degree,1
6,31,60000,16,NA,60000,4-year degree,1
6,30,55200,12,1,55200,no 4-year degree,0
6,30,55200,12,1,55200,no 4-year degree,0
6,27,51490,12,1,51490,no 4-year degree,0
6,30,168800,13,1,168800,no 4-year degree,0
6,34,54000,11,1,54000,no 4-year degree,0
6,27,54000,12,1,54000,no 4-year degree,0
6,35,74301,12,NA,74301,no 4-year degree,0
6,31,114000,16,1,114000,4-year degree,1
6,32,114000,16,1,114000,4-year degree,1
6,26,204802,16,1,204802,4-year degree,1
6,34,52132,9,1,52132,no 4-year degree,0
6,31,58488,14,1,58488,no 4-year degree,0
6,26,58488,16,NA,58488,4-year degree,1
6,31,194010,14,1,194010,no 4-year degree,0
6,28,194010,14,1,194010,no 4-year degree,0
6,29,75000,11,1,75000,no 4-year degree,0
6,28,75000,12,1,75000,no 4-year degree,0
6,34,0,14,NA,0,no 4-year degree,0
6,33,47840,11,1,47840,no 4-year degree,0
6,32,47840,11,NA,47840,no 4-year degree,0
6,30,224000,12,1,224000,no 4-year degree,0
6,26,224000,12,1,224000,no 4-year degree,0
6,33,75000,12,1,75000,no 4-year degree,0
6,35,75000,12,1,75000,no 4-year degree,0
6,29,60602,13,NA,60602,no 4-year degree,0
6,35,154000,18,1,154000,4-year degree,1
6,33,154000,18,1,154000,4-year degree,1
6,31,39000,12,NA,39000,no 4-year degree,0
6,26,120964,13,1,120964,no 4-year degree,0
6,26,120964,12,1,120964,no 4-year degree,0
6,26,100000,12,1,100000,no 4-year degree,0
6,33,26000,12,1,26000,no 4-year degree,0
6,30,126300,12,NA,126300,no 4-year degree,0
6,25,126300,13,1,126300,no 4-year degree,0
6,35,75000,12,1,75000,no 4-year degree,0
6,25,84000,13,NA,84000,no 4-year degree,0
6,32,39262,12,1,39262,no 4-year degree,0
6,26,39262,13,NA,39262,no 4-year degree,0
6,27,35000,12,1,35000,no 4-year degree,0
6,28,72000,12,1,72000,no 4-year degree,0
6,28,72000,12,NA,72000,no 4-year degree,0
6,31,87000,18,NA,87000,4-year degree,1
6,26,87000,16,NA,87000,4-year degree,1
6,27,15000,16,1,15000,4-year degree,1
6,27,15000,14,1,15000,no 4-year degree,0
6,32,37000,13,1,37000,no 4-year degree,0
6,27,37000,13,0,37000,no 4-year degree,0
6,32,267696,12,1,267696,no 4-year degree,0
6,29,267696,12,0,267696,no 4-year degree,0
6,31,138057,13,1,138057,no 4-year degree,0
6,31,138057,14,1,138057,no 4-year degree,0
6,34,70002,12,1,70002,no 4-year degree,0
6,30,142003,13,1,142003,no 4-year degree,0
6,26,142003,13,1,142003,no 4-year degree,0
6,35,101000,13,1,101000,no 4-year degree,0
6,31,101000,13,1,101000,no 4-year degree,0
6,29,93370,16,1,93370,4-year degree,1
6,29,93370,12,1,93370,no 4-year degree,0
6,31,66000,13,1,66000,no 4-year degree,0
6,32,66000,13,1,66000,no 4-year degree,0
6,30,113600,18,1,113600,4-year degree,1
6,34,111900,20,1,111900,4-year degree,1
6,29,181000,18,1,181000,4-year degree,1
6,29,181000,18,NA,181000,4-year degree,1
6,26,83120,16,1,83120,4-year degree,1
6,31,70606,16,0,70606,4-year degree,1
6,31,70606,18,1,70606,4-year degree,1
6,33,65000,18,1,65000,4-year degree,1
6,34,65000,12,NA,65000,no 4-year degree,0
6,29,42000,11,1,42000,no 4-year degree,0
6,26,42000,12,NA,42000,no 4-year degree,0
6,31,110511,16,1,110511,4-year degree,1
6,29,110511,16,1,110511,4-year degree,1
6,25,139800,14,NA,139800,no 4-year degree,0
6,28,12720,12,NA,12720,no 4-year degree,0
6,32,148004,16,1,148004,4-year degree,1
6,31,148004,13,1,148004,no 4-year degree,0
6,35,121928,14,1,121928,no 4-year degree,0
6,30,121928,13,NA,121928,no 4-year degree,0
6,30,121928,13,1,121928,no 4-year degree,0
6,28,51000,16,NA,51000,4-year degree,1
6,30,51000,14,1,51000,no 4-year degree,0
6,29,130400,12,1,130400,no 4-year degree,0
6,31,152554,13,1,152554,no 4-year degree,0
6,35,149018,16,1,149018,4-year degree,1
6,25,88491,12,1,88491,no 4-year degree,0
6,25,88491,14,1,88491,no 4-year degree,0
6,33,99590,12,1,99590,no 4-year degree,0
6,34,99590,16,1,99590,4-year degree,1
6,35,150200,16,NA,150200,4-year degree,1
6,34,100200,13,1,100200,no 4-year degree,0
6,33,8470,12,NA,8470,no 4-year degree,0
6,29,40010,16,1,40010,4-year degree,1
6,27,146001,13,NA,146001,no 4-year degree,0
6,29,146001,12,1,146001,no 4-year degree,0
6,35,146001,12,1,146001,no 4-year degree,0
6,33,146001,12,1,146001,no 4-year degree,0
6,29,54741,14,1,54741,no 4-year degree,0
6,29,54741,12,1,54741,no 4-year degree,0
6,32,112752,18,1,112752,4-year degree,1
6,26,230249,16,1,230249,4-year degree,1
6,32,114766,18,1,114766,4-year degree,1
6,27,108371,20,1,108371,4-year degree,1
6,33,156611,13,1,156611,no 4-year degree,0
6,33,80012,18,1,80012,4-year degree,1
6,28,75002,12,1,75002,no 4-year degree,0
6,28,75002,13,1,75002,no 4-year degree,0
6,28,214981,16,1,214981,4-year degree,1
6,35,254156,16,1,254156,4-year degree,1
6,35,254156,14,1,254156,no 4-year degree,0
6,33,157122,18,1,157122,4-year degree,1
6,27,131232,13,NA,131232,no 4-year degree,0
6,34,157155,13,1,157155,no 4-year degree,0
6,34,157155,12,1,157155,no 4-year degree,0
6,25,123435,12,1,123435,no 4-year degree,0
6,30,156780,12,1,156780,no 4-year degree,0
6,33,156780,14,1,156780,no 4-year degree,0
6,26,109609,16,1,109609,4-year degree,1
6,32,109609,16,1,109609,4-year degree,1
6,26,109609,16,1,109609,4-year degree,1
6,31,119006,14,1,119006,no 4-year degree,0
6,33,119006,12,1,119006,no 4-year degree,0
6,33,119006,12,1,119006,no 4-year degree,0
6,35,98612,12,1,98612,no 4-year degree,0
6,28,513023,12,NA,513023,no 4-year degree,0
6,35,71627,12,0,71627,no 4-year degree,0
6,27,71627,12,NA,71627,no 4-year degree,0
6,33,121151,14,1,121151,no 4-year degree,0
6,28,121151,14,1,121151,no 4-year degree,0
6,29,296238,18,1,296238,4-year degree,1
6,34,25001,12,1,25001,no 4-year degree,0
6,27,101850,16,1,101850,4-year degree,1
6,27,101850,12,1,101850,no 4-year degree,0
6,35,75005,12,1,75005,no 4-year degree,0
6,35,75005,12,1,75005,no 4-year degree,0
6,28,67441,13,1,67441,no 4-year degree,0
6,32,80785,13,NA,80785,no 4-year degree,0
6,32,60705,16,1,60705,4-year degree,1
6,31,14984,13,NA,14984,no 4-year degree,0
6,27,50000,12,1,50000,no 4-year degree,0
6,34,15001,14,1,15001,no 4-year degree,0
6,34,15001,13,NA,15001,no 4-year degree,0
6,34,38364,16,NA,38364,4-year degree,1
6,30,80000,12,1,80000,no 4-year degree,0
6,32,101437,12,1,101437,no 4-year degree,0
6,34,45082,13,1,45082,no 4-year degree,0
6,27,28110,13,1,28110,no 4-year degree,0
6,29,145609,12,1,145609,no 4-year degree,0
6,26,84510,12,1,84510,no 4-year degree,0
6,26,84510,13,1,84510,no 4-year degree,0
6,30,23802,12,1,23802,no 4-year degree,0
6,26,45966,12,1,45966,no 4-year degree,0
6,26,85367,12,1,85367,no 4-year degree,0
6,33,68000,12,1,68000,no 4-year degree,0
6,35,68000,12,1,68000,no 4-year degree,0
6,31,206584,13,NA,206584,no 4-year degree,0
6,35,101407,16,NA,101407,4-year degree,1
6,33,37070,12,1,37070,no 4-year degree,0
6,31,45022,16,1,45022,4-year degree,1
6,25,45022,12,NA,45022,no 4-year degree,0
6,33,50004,18,1,50004,4-year degree,1
6,30,50004,14,1,50004,no 4-year degree,0
6,33,32243,16,1,32243,4-year degree,1
6,29,80450,13,NA,80450,no 4-year degree,0
6,31,80450,12,1,80450,no 4-year degree,0
6,33,85000,14,1,85000,no 4-year degree,0
6,33,140433,18,1,140433,4-year degree,1
6,32,124126,18,1,124126,4-year degree,1
6,29,124126,13,1,124126,no 4-year degree,0
6,33,246501,18,1,246501,4-year degree,1
6,30,22000,18,0,22000,4-year degree,1
6,30,22000,12,NA,22000,no 4-year degree,0
6,34,30000,16,NA,30000,4-year degree,1
6,31,47002,12,1,47002,no 4-year degree,0
6,28,47002,12,NA,47002,no 4-year degree,0
6,35,130112,16,1,130112,4-year degree,1
6,32,116506,18,NA,116506,4-year degree,1
6,28,116506,18,1,116506,4-year degree,1
6,27,12800,12,1,12800,no 4-year degree,0
6,28,54902,12,1,54902,no 4-year degree,0
6,28,54902,13,NA,54902,no 4-year degree,0
6,26,30000,13,NA,30000,no 4-year degree,0
6,26,36170,16,1,36170,4-year degree,1
6,31,118477,20,1,118477,4-year degree,1
6,28,60101,16,1,60101,4-year degree,1
6,29,60101,14,1,60101,no 4-year degree,0
6,30,62024,16,1,62024,4-year degree,1
6,32,199010,12,NA,199010,no 4-year degree,0
6,29,90790,12,NA,90790,no 4-year degree,0
6,28,214900,12,1,214900,no 4-year degree,0
6,30,155777,16,1,155777,4-year degree,1
6,30,155777,16,1,155777,4-year degree,1
6,29,64000,12,1,64000,no 4-year degree,0
6,30,412406,14,1,412406,no 4-year degree,0
6,29,187840,12,1,187840,no 4-year degree,0
6,29,55344,16,NA,55344,4-year degree,1
6,30,19513,16,NA,19513,4-year degree,1
6,30,113000,16,1,113000,4-year degree,1
6,28,137595,12,1,137595,no 4-year degree,0
6,30,234007,16,1,234007,4-year degree,1
6,31,7001,16,1,7001,4-year degree,1
6,29,105840,12,0,105840,no 4-year degree,0
6,29,105840,16,1,105840,4-year degree,1
6,30,49200,12,1,49200,no 4-year degree,0
6,27,50000,12,NA,50000,no 4-year degree,0
6,28,195921,14,1,195921,no 4-year degree,0
6,35,195921,12,1,195921,no 4-year degree,0
6,32,195020,18,1,195020,4-year degree,1
6,28,62459,16,1,62459,4-year degree,1
6,32,62459,16,1,62459,4-year degree,1
6,31,41000,12,1,41000,no 4-year degree,0
6,32,41000,18,NA,41000,4-year degree,1
6,31,101454,16,1,101454,4-year degree,1
6,35,101454,16,1,101454,4-year degree,1
6,35,80000,20,1,80000,4-year degree,1
6,33,80000,18,NA,80000,4-year degree,1
6,33,130470,16,NA,130470,4-year degree,1
6,26,43500,12,0,43500,no 4-year degree,0
6,26,43500,12,1,43500,no 4-year degree,0
6,33,80023,14,1,80023,no 4-year degree,0
6,33,80023,18,1,80023,4-year degree,1
6,28,83361,13,1,83361,no 4-year degree,0
6,29,168982,13,1,168982,no 4-year degree,0
6,25,160201,18,1,160201,4-year degree,1
6,35,70079,12,NA,70079,no 4-year degree,0
6,26,108811,14,1,108811,no 4-year degree,0
6,30,108811,12,NA,108811,no 4-year degree,0
6,33,18000,12,NA,18000,no 4-year degree,0
6,31,294657,16,1,294657,4-year degree,1
6,29,44463,13,NA,44463,no 4-year degree,0
6,29,64848,12,1,64848,no 4-year degree,0
6,27,135997,16,1,135997,4-year degree,1
6,30,135997,16,1,135997,4-year degree,1
6,28,0,12,NA,0,no 4-year degree,0
6,33,132506,16,1,132506,4-year degree,1
6,34,132506,16,1,132506,4-year degree,1
6,31,162002,16,NA,162002,4-year degree,1
6,32,162002,16,NA,162002,4-year degree,1
6,31,166012,16,1,166012,4-year degree,1
6,29,272141,16,1,272141,4-year degree,1
6,30,560000,20,1,560000,4-year degree,1
6,29,560000,16,1,560000,4-year degree,1
6,28,155300,18,1,155300,4-year degree,1
6,31,155300,12,0,155300,no 4-year degree,0
6,35,82832,13,1,82832,no 4-year degree,0
6,26,22001,11,1,22001,no 4-year degree,0
6,31,50000,20,1,50000,4-year degree,1
6,30,50000,18,NA,50000,4-year degree,1
6,30,53066,20,1,53066,4-year degree,1
6,28,129699,16,1,129699,4-year degree,1
6,35,233302,18,1,233302,4-year degree,1
6,27,67002,16,1,67002,4-year degree,1
6,35,83188,14,1,83188,no 4-year degree,0
6,26,83188,12,NA,83188,no 4-year degree,0
6,25,148119,14,1,148119,no 4-year degree,0
6,25,106017,14,1,106017,no 4-year degree,0
6,25,106017,14,1,106017,no 4-year degree,0
6,33,77102,12,1,77102,no 4-year degree,0
6,26,43627,13,1,43627,no 4-year degree,0
6,30,43627,12,NA,43627,no 4-year degree,0
6,29,188055,11,1,188055,no 4-year degree,0
6,25,100501,13,NA,100501,no 4-year degree,0
6,30,100501,12,1,100501,no 4-year degree,0
6,25,100501,11,1,100501,no 4-year degree,0
6,35,86200,14,1,86200,no 4-year degree,0
6,28,221058,16,1,221058,4-year degree,1
6,26,221058,16,1,221058,4-year degree,1
6,27,97205,18,1,97205,4-year degree,1
6,29,97205,16,1,97205,4-year degree,1
6,35,64207,12,NA,64207,no 4-year degree,0
6,35,64207,14,NA,64207,no 4-year degree,0
6,33,231170,13,NA,231170,no 4-year degree,0
6,34,231170,16,1,231170,4-year degree,1
6,35,128942,20,1,128942,4-year degree,1
6,31,123100,16,1,123100,4-year degree,1
6,32,161648,16,1,161648,4-year degree,1
6,34,107302,16,1,107302,4-year degree,1
6,28,107302,12,1,107302,no 4-year degree,0
6,30,150065,16,1,150065,4-year degree,1
6,33,121502,18,1,121502,4-year degree,1
6,35,133511,18,1,133511,4-year degree,1
6,33,133511,16,NA,133511,4-year degree,1
6,26,64000,12,1,64000,no 4-year degree,0
6,26,64000,12,1,64000,no 4-year degree,0
6,30,215000,18,1,215000,4-year degree,1
6,31,215000,16,1,215000,4-year degree,1
6,32,129851,16,1,129851,4-year degree,1
6,35,190201,16,NA,190201,4-year degree,1
6,32,101264,12,NA,101264,no 4-year degree,0
6,32,107832,16,1,107832,4-year degree,1
6,35,107832,18,1,107832,4-year degree,1
6,33,163002,16,1,163002,4-year degree,1
6,32,32010,12,NA,32010,no 4-year degree,0
6,32,32010,12,NA,32010,no 4-year degree,0
6,31,71375,16,1,71375,4-year degree,1
6,30,71375,12,NA,71375,no 4-year degree,0
6,33,111864,14,1,111864,no 4-year degree,0
6,33,12,12,NA,12,no 4-year degree,0
6,28,166086,16,1,166086,4-year degree,1
6,31,166086,16,1,166086,4-year degree,1
6,34,67009,14,NA,67009,no 4-year degree,0
6,32,188601,18,1,188601,4-year degree,1
6,32,188601,18,1,188601,4-year degree,1
6,35,186000,18,1,186000,4-year degree,1
6,29,72380,16,NA,72380,4-year degree,1
6,30,136005,16,1,136005,4-year degree,1
6,33,136005,16,1,136005,4-year degree,1
6,25,130315,16,1,130315,4-year degree,1
6,30,10001,16,0,10001,4-year degree,1
6,30,109001,12,NA,109001,no 4-year degree,0
6,33,109001,12,1,109001,no 4-year degree,0
6,28,109001,12,1,109001,no 4-year degree,0
6,25,207814,12,1,207814,no 4-year degree,0
6,28,39600,12,1,39600,no 4-year degree,0
6,28,39600,12,1,39600,no 4-year degree,0
6,35,135557,16,1,135557,4-year degree,1
6,35,247772,16,1,247772,4-year degree,1
6,33,247772,16,1,247772,4-year degree,1
6,28,7268,12,NA,7268,no 4-year degree,0
6,35,271349,16,1,271349,4-year degree,1
6,32,271349,16,1,271349,4-year degree,1
6,28,271349,18,1,271349,4-year degree,1
6,35,135002,12,1,135002,no 4-year degree,0
6,27,135002,16,1,135002,4-year degree,1
6,25,126072,13,NA,126072,no 4-year degree,0
6,26,63262,16,1,63262,4-year degree,1
6,30,63262,12,1,63262,no 4-year degree,0
6,27,35600,13,1,35600,no 4-year degree,0
6,26,35600,13,1,35600,no 4-year degree,0
6,28,120052,18,1,120052,4-year degree,1
6,28,120052,16,NA,120052,4-year degree,1
6,28,83600,12,NA,83600,no 4-year degree,0
6,34,273294,16,1,273294,4-year degree,1
6,31,273294,13,1,273294,no 4-year degree,0
6,30,273294,13,1,273294,no 4-year degree,0
6,35,51000,12,NA,51000,no 4-year degree,0
6,31,51000,12,1,51000,no 4-year degree,0
6,30,40020,12,1,40020,no 4-year degree,0
6,30,40020,12,1,40020,no 4-year degree,0
6,33,108224,18,1,108224,4-year degree,1
6,26,135098,16,1,135098,4-year degree,1
6,27,106002,11,1,106002,no 4-year degree,0
6,25,106002,13,1,106002,no 4-year degree,0
6,28,25012,12,1,25012,no 4-year degree,0
6,32,70102,11,1,70102,no 4-year degree,0
6,25,76844,14,1,76844,no 4-year degree,0
6,26,48000,14,0,48000,no 4-year degree,0
6,33,25000,14,1,25000,no 4-year degree,0
6,34,100000,9,1,100000,no 4-year degree,0
6,29,100000,12,1,100000,no 4-year degree,0
6,35,185030,16,1,185030,4-year degree,1
6,30,186758,16,1,186758,4-year degree,1
6,34,186758,16,1,186758,4-year degree,1
6,27,36006,14,1,36006,no 4-year degree,0
6,29,36006,16,1,36006,4-year degree,1
6,30,404542,18,1,404542,4-year degree,1
6,31,404542,16,1,404542,4-year degree,1
6,35,155020,18,1,155020,4-year degree,1
6,35,56400,14,1,56400,no 4-year degree,0
6,34,91880,14,1,91880,no 4-year degree,0
6,26,91880,16,1,91880,4-year degree,1
6,34,124300,16,1,124300,4-year degree,1
6,34,124300,16,1,124300,4-year degree,1
