"","y","x"
"1",0.47464722668454,0.60792952250949
"2",0.875685978722182,0.170958293619772
"3",1.03624812978294,0.650562307815341
"4",0.497014197665662,0.815282035595577
"5",1.46909508904108,-1.12856311120514
"6",-0.782556212852134,0.35219357161079
"7",0.768375420432548,0.108816741958589
"8",2.62083708461341,1.39573532183251
"9",0.0946924373064675,-0.643543859100032
"10",1.2165575141592,-0.794392159630216
"11",1.12398111840984,-0.104087873690666
"12",0.11361801176589,-0.618745161756949
"13",1.03018787238895,-1.37426264210188
"14",1.595012359544,0.620461865190515
"15",3.244851014962,1.54555999334319
"16",-0.653111174409419,-0.381552539401456
"17",0.370373277049999,-0.23121591601545
"18",0.998916773972374,-1.17039346956831
"19",1.2674037761842,1.28745531729975
"20",4.51896272047631,-2.03000826755568
"21",1.01537296904264,0.985702470881753
"22",-0.101600448771877,0.381273668446593
"23",1.91127425216589,-0.764999710975102
"24",0.931902286146021,-0.524523071495593
"25",1.3573328306072,1.49170619456622
"26",-0.882856755967975,-0.0676749079679501
"27",3.57555518962799,-1.73247339107794
"28",-0.93462275187075,-0.412570703672203
"29",-0.100573120799038,-0.326603614361
"30",-0.283141841234212,0.106753763523576
"31",1.50355426421072,0.560779915421878
"32",1.13941689437211,1.51863091644834
"33",0.100682146580428,0.170772411697241
"34",1.86408264078992,-0.469529412254997
"35",1.10776820563414,0.640242597702321
"36",-0.0304001660976816,0.170307388374868
"37",0.663859847541198,1.2175685132545
"38",0.607354556798633,0.35933124537996
"39",-0.514751578100536,0.000252925474436489
"40",2.11857469133912,1.24241318526636
"41",-1.16114188869526,0.947154941204515
"42",1.43793799807404,0.276206177884268
"43",2.0430535533273,1.3770850478999
"44",1.70028529004913,1.42791217270796
"45",-0.665700376639418,0.217271862795792
"46",-0.181244273970673,-0.183643099039166
"47",0.0500127655398683,-1.11088840997505
"48",0.610573140858112,0.204777002283866
"49",-0.920891002004128,-0.194823597809187
"50",-1.52447130750708,0.820853983072372
"51",-0.772649177241637,-0.599878589521577
"52",-0.170704365458192,0.488523019796771
"53",0.92519818349515,0.697959412170204
"54",-0.631911497741582,-0.031013616560793
"55",1.33040379620546,-1.00225392772785
"56",-0.276012740400001,0.442377842342559
"57",-0.579805843393285,-0.0747420189274495
"58",-0.362953702594814,-0.600957648190004
"59",3.36274670887127,1.61808978332359
